1.00000e+11 2.67379e+20 2.67379e+31 2.61987e+19 2.61987e+30 4.70828e+19 4.70828e+30 6.76827e+19 6.76827e+30 7.44713e+19 7.44713e+30 
1.10975e+11 3.29287e+20 3.65427e+31 3.22649e+19 3.58061e+30 5.79843e+19 6.43483e+30 8.33538e+19 9.25021e+30 9.17142e+19 1.01780e+31 
1.23155e+11 4.05529e+20 4.99430e+31 3.97358e+19 4.89366e+30 7.14100e+19 8.79450e+30 1.02653e+20 1.26423e+31 1.12949e+20 1.39103e+31 
1.36672e+11 4.99424e+20 6.82571e+31 4.89364e+19 6.68822e+30 8.79441e+19 1.20195e+31 1.26421e+20 1.72782e+31 1.39101e+20 1.90111e+31 
1.51672e+11 6.15057e+20 9.32868e+31 6.02674e+19 9.14086e+30 1.08306e+20 1.64270e+31 1.55692e+20 2.36140e+31 1.71307e+20 2.59824e+31 
1.68318e+11 7.57462e+20 1.27495e+32 7.42221e+19 1.24929e+31 1.33383e+20 2.24508e+31 1.91739e+20 3.22732e+31 2.10970e+20 3.55100e+31 
1.86791e+11 9.32838e+20 1.74246e+32 9.14078e+19 1.70742e+31 1.64266e+20 3.06834e+31 2.36133e+20 4.41075e+31 2.59815e+20 4.85312e+31 
2.07292e+11 1.14882e+21 2.38140e+32 1.12573e+20 2.33354e+31 2.02299e+20 4.19349e+31 2.90804e+20 6.02813e+31 3.19969e+20 6.63271e+31 
2.30043e+11 1.41479e+21 3.25464e+32 1.38638e+20 3.18927e+31 2.49137e+20 5.73121e+31 3.58132e+20 8.23857e+31 3.94049e+20 9.06482e+31 
2.55291e+11 1.74235e+21 4.44806e+32 1.70739e+20 4.35880e+31 3.06818e+20 7.83279e+31 4.41047e+20 1.12595e+32 4.85279e+20 1.23887e+32 
2.83310e+11 2.14574e+21 6.07908e+32 2.10272e+20 5.95720e+31 3.77854e+20 1.07050e+32 5.43157e+20 1.53882e+32 5.97629e+20 1.69314e+32 
3.14404e+11 2.64251e+21 8.30814e+32 2.58958e+20 8.14173e+31 4.65336e+20 1.46303e+32 6.68906e+20 2.10307e+32 7.35987e+20 2.31397e+32 
3.48910e+11 3.25428e+21 1.13545e+33 3.18917e+20 1.11273e+32 5.73070e+20 1.99950e+32 8.23765e+20 2.87420e+32 9.06373e+20 3.16243e+32 
3.87204e+11 4.00767e+21 1.55179e+33 3.92758e+20 1.52077e+32 7.05744e+20 2.73267e+32 1.01447e+21 3.92808e+32 1.11620e+21 4.32198e+32 
4.29700e+11 4.93546e+21 2.12077e+33 4.83696e+20 2.07844e+32 8.69131e+20 3.73466e+32 1.24932e+21 5.36835e+32 1.37460e+21 5.90666e+32 
4.76861e+11 6.07800e+21 2.89836e+33 5.95688e+20 2.84060e+32 1.07034e+21 5.10404e+32 1.53854e+21 7.33669e+32 1.69281e+21 8.07235e+32 
5.29198e+11 7.48501e+21 3.96105e+33 7.33609e+20 3.88225e+32 1.31813e+21 6.97550e+32 1.89469e+21 1.00267e+33 2.08467e+21 1.10320e+33 
5.87279e+11 9.21767e+21 5.41334e+33 9.03463e+20 5.30584e+32 1.62327e+21 9.53311e+32 2.33329e+21 1.37029e+33 2.56722e+21 1.50768e+33 
6.51734e+11 1.13514e+22 7.39807e+33 1.11264e+21 7.25146e+32 1.99904e+21 1.30284e+33 2.87339e+21 1.87268e+33 3.16146e+21 2.06043e+33 
7.23263e+11 1.39789e+22 1.01104e+34 1.37025e+21 9.91049e+32 2.46179e+21 1.78052e+33 3.53848e+21 2.55925e+33 3.89322e+21 2.81582e+33 
8.02643e+11 1.72144e+22 1.38170e+34 1.68749e+21 1.35445e+33 3.03163e+21 2.43332e+33 4.35750e+21 3.49751e+33 4.79431e+21 3.84812e+33 
8.90735e+11 2.11987e+22 1.88824e+34 2.07818e+21 1.85111e+33 3.73336e+21 3.32543e+33 5.36603e+21 4.77972e+33 5.90391e+21 5.25882e+33 
9.88496e+11 2.61049e+22 2.58046e+34 2.55931e+21 2.52987e+33 4.59748e+21 4.54459e+33 6.60794e+21 6.53192e+33 7.27025e+21 7.18661e+33 
1.09699e+12 3.21464e+22 3.52641e+34 3.15183e+21 3.45752e+33 5.66156e+21 6.21065e+33 8.13718e+21 8.92637e+33 8.95270e+21 9.82098e+33 
1.21738e+12 3.95855e+22 4.81907e+34 3.88151e+21 4.72529e+33 6.97187e+21 8.48743e+33 1.00202e+22 1.21984e+34 1.10244e+22 1.34209e+34 
1.35099e+12 4.87456e+22 6.58549e+34 4.78010e+21 6.45789e+33 8.58534e+21 1.15987e+34 1.23389e+22 1.66697e+34 1.35752e+22 1.83400e+34 
1.49927e+12 6.00245e+22 8.99928e+34 5.88670e+21 8.82574e+33 1.05721e+22 1.58504e+34 1.51938e+22 2.27796e+34 1.67161e+22 2.50619e+34 
1.66382e+12 7.39120e+22 1.22976e+35 7.24944e+21 1.20617e+34 1.30184e+22 2.16603e+34 1.87091e+22 3.11285e+34 2.05833e+22 3.42468e+34 
1.84642e+12 9.10111e+22 1.68045e+35 8.92761e+21 1.64842e+34 1.60307e+22 2.95994e+34 2.30372e+22 4.25365e+34 2.53447e+22 4.67970e+34 
2.04907e+12 1.12064e+23 2.29627e+35 1.09942e+22 2.25279e+34 1.97395e+22 4.04478e+34 2.83661e+22 5.81243e+34 3.12069e+22 6.39452e+34 
2.27397e+12 1.37984e+23 3.13771e+35 1.35391e+22 3.07874e+34 2.43061e+22 5.52712e+34 3.49270e+22 7.94227e+34 3.84241e+22 8.73751e+34 
2.52354e+12 1.69895e+23 4.28738e+35 1.66729e+22 4.20747e+34 2.99285e+22 7.55258e+34 4.30043e+22 1.08523e+35 4.73093e+22 1.19387e+35 
2.80050e+12 2.09182e+23 5.85814e+35 2.05320e+22 5.74998e+34 3.68508e+22 1.03201e+35 5.29482e+22 1.48282e+35 5.82475e+22 1.63122e+35 
3.10787e+12 2.57545e+23 8.00415e+35 2.52840e+22 7.85793e+34 4.53730e+22 1.41013e+35 6.51896e+22 2.02601e+35 7.17125e+22 2.22873e+35 
3.44896e+12 3.17080e+23 1.09360e+36 3.11356e+22 1.07386e+35 5.58648e+22 1.92675e+35 8.02586e+22 2.76809e+35 8.82872e+22 3.04499e+35 
3.82749e+12 3.90365e+23 1.49412e+36 3.83411e+22 1.46750e+35 6.87806e+22 2.63257e+35 9.88075e+22 3.78185e+35 1.08689e+23 4.16005e+35 
4.24757e+12 4.80569e+23 2.04125e+36 4.72136e+22 2.00543e+35 8.46798e+22 3.59684e+35 1.21639e+23 5.16668e+35 1.33799e+23 5.68320e+35 
4.71375e+12 5.91592e+23 2.78862e+36 5.81385e+22 2.74050e+35 1.04251e+23 4.91412e+35 1.49739e+23 7.05831e+35 1.64702e+23 7.76366e+35 
5.23110e+12 7.28230e+23 3.80944e+36 7.15903e+22 3.74496e+35 1.28340e+23 6.71358e+35 1.84321e+23 9.64203e+35 2.02733e+23 1.06052e+36 
5.80523e+12 8.96379e+23 5.20368e+36 8.81532e+22 5.11749e+35 1.57988e+23 9.17157e+35 2.26879e+23 1.31708e+36 2.49532e+23 1.44859e+36 
6.44236e+12 1.10329e+24 7.10780e+36 1.08546e+23 6.99294e+35 1.94477e+23 1.25289e+36 2.79246e+23 1.79900e+36 3.07113e+23 1.97853e+36 
7.14943e+12 1.35788e+24 9.70805e+36 1.33654e+23 9.55551e+35 2.39380e+23 1.71143e+36 3.43678e+23 2.45710e+36 3.77955e+23 2.70216e+36 
7.93410e+12 1.67109e+24 1.32586e+37 1.64566e+23 1.30569e+36 2.94633e+23 2.33765e+36 4.22945e+23 3.35569e+36 4.65102e+23 3.69017e+36 
8.80488e+12 2.05639e+24 1.81063e+37 2.02624e+23 1.78408e+36 3.62617e+23 3.19280e+36 5.20454e+23 4.58253e+36 5.72293e+23 5.03897e+36 
9.77124e+12 2.53030e+24 2.47242e+37 2.49475e+23 2.43768e+36 4.46255e+23 4.36046e+36 6.40385e+23 6.25735e+36 7.04120e+23 6.88013e+36 
1.08437e+13 3.11313e+24 3.37577e+37 3.07151e+23 3.33064e+36 5.49139e+23 5.95468e+36 7.87874e+23 8.54344e+36 8.66220e+23 9.39300e+36 
1.20338e+13 3.82979e+24 4.60869e+37 3.78148e+23 4.55055e+36 6.75684e+23 8.13104e+36 9.69225e+23 1.16634e+37 1.06551e+24 1.28221e+37 
1.33545e+13 4.71087e+24 6.29114e+37 4.65540e+23 6.21706e+36 8.31309e+23 1.11017e+37 1.19217e+24 1.59209e+37 1.31048e+24 1.75008e+37 
1.48202e+13 5.79388e+24 8.58664e+37 5.73105e+23 8.49354e+36 1.02266e+24 1.51561e+37 1.46620e+24 2.17295e+37 1.61153e+24 2.38833e+37 
1.64468e+13 7.12481e+24 1.17180e+38 7.05493e+23 1.16031e+37 1.25792e+24 2.06886e+37 1.80295e+24 2.96527e+37 1.98143e+24 3.25880e+37 
1.82518e+13 8.76003e+24 1.59887e+38 8.68421e+23 1.58503e+37 1.54707e+24 2.82369e+37 2.21667e+24 4.04584e+37 2.43578e+24 4.44574e+37 
2.02550e+13 1.07686e+25 2.18118e+38 1.06892e+24 2.16509e+37 1.90242e+24 3.85335e+37 2.72482e+24 5.51913e+37 2.99371e+24 6.06376e+37 
