0.000000e+00 1.41937652866694707228e-06 1.94974781701604453965e-18 -5.71272612703937532102e-09 0.00000000000000000000e+00 8.79642819866858870345e-05 0.00000000000000000000e+00 2.30237957989611569792e+06 0.00000000000000000000e+00 1.90600503292379125364e-01 0.00000000000000000000e+00 2.05778194652692710342e-19 1.55347860743101395695e-19 -1.55347860743101395695e-19 
1.000010e+02 1.41892737100629234968e-06 1.44191481519115487346e-19 -6.19323566723045036818e-09 0.00000000000000000000e+00 6.50530290621738714602e-06 0.00000000000000000000e+00 2.51712576877681724727e+06 2.11942212031235524044e-17 2.04652009954798291824e-01 -4.98748047033140215877e-18 -5.68836192134975407513e-16 1.70750481458049812438e-19 -1.70750481458049812438e-19 
2.000028e+02 1.41807669218818612477e-06 1.02960394633758636698e-20 -6.53235310333892968432e-09 0.00000000000000000000e+00 4.64513262073311332837e-07 0.00000000000000000000e+00 2.79855786780619807541e+06 5.63748099044412767644e-02 2.16044722960954005408e-01 -1.52754545477800411987e-06 -6.62270615886053103834e-16 1.86100136822013442968e-19 -1.86100136822013442968e-19 
3.000022e+02 1.41761373857771866961e-06 4.87231599164194019813e-13 -6.72045459344273839153e-09 0.00000000000000000000e+00 2.19818057533695814243e+01 0.00000000000000000000e+00 2.67788901074966695160e+06 5.08070222639295909772e-01 2.18962673270572644180e-01 2.89024393173108351540e-01 4.06952644965053415667e-15 2.01368515636641865772e-19 -2.01368515636641865772e-19 
4.000025e+02 1.41728935459153805174e-06 2.18034750800723178547e-12 1.83179164258417057076e-02 0.00000000000000000000e+00 9.83679537166204482901e+01 0.00000000000000000000e+00 2.65186196843342203647e+06 4.40094873592196211831e+00 2.12977004661377616879e-01 2.22205466917759553169e+00 -2.10599828672244202895e-14 -6.28892305606759986139e-17 6.28892305606759986139e-17 
5.000020e+02 1.41694332718170241694e-06 2.37979499243047057698e-12 1.19589578767680593252e+00 0.00000000000000000000e+00 1.07366171131317287291e+02 0.00000000000000000000e+00 2.62549330053771659732e+06 5.29307083876974715508e+00 2.26700221264054591064e-01 1.37234052543535556268e+00 -4.84519860609244788903e-15 -4.11966871586556538104e-15 4.11966871586556538104e-15 
6.000010e+02 1.41664627874773534872e-06 2.75740541233990807645e-12 3.25209338533750758060e+00 0.00000000000000000000e+00 1.24402338151552640966e+02 0.00000000000000000000e+00 2.67131467333392938599e+06 5.50810209423985774890e+00 2.18038150756151183352e-01 2.89573076161657727567e+00 -5.61496494296788319403e-15 -1.12033426306778964303e-14 1.12033426306778964303e-14 
7.000020e+02 1.41631926353427534162e-06 4.16547967919062698970e-12 3.56986111900857627788e+00 0.00000000000000000000e+00 1.87928626416366427065e+02 0.00000000000000000000e+00 2.68872174420494772494e+06 4.64011694286173881352e+00 2.21868601102101992151e-01 6.71057981756323029821e-01 4.48878015204566841403e-14 -1.22980917970763898740e-14 1.22980917970763898740e-14 
8.000005e+02 1.41569953643450044166e-06 1.06075375905876843575e-11 3.58945222803623087415e+00 0.00000000000000000000e+00 4.78566725224417723439e+02 0.00000000000000000000e+00 2.63158501374149881303e+06 3.59607696849103586345e+00 2.30379819143824243755e-01 1.47138236101526903576e-01 1.79184249510814685037e-13 -1.23656158424267640446e-14 1.23656158424267640446e-14 
9.000019e+02 1.41488160901195935195e-06 6.87649678108836211434e-12 3.69381940832141930642e+00 0.00000000000000000000e+00 3.10238122414175222730e+02 0.00000000000000000000e+00 2.60399051642202865332e+06 5.08998022185487020153e+00 2.30883127594929543625e-01 1.28114394740755854762e+00 3.79214538652684779863e-14 -1.27251977903788423438e-14 1.27251977903788423438e-14 
