1.00000e+11 1.44442e+20 1.44442e+31 2.96315e+19 2.96315e+30 3.55537e+19 3.55537e+30 4.39659e+19 4.39659e+30 4.21853e+19 4.21853e+30 
1.10975e+11 1.77886e+20 1.97410e+31 3.64925e+19 4.04976e+30 4.37858e+19 4.85914e+30 5.41458e+19 6.00884e+30 5.19530e+19 5.76550e+30 
1.23155e+11 2.19074e+20 2.69801e+31 4.49420e+19 5.53483e+30 5.39240e+19 6.64101e+30 6.66827e+19 8.21231e+30 6.39822e+19 7.87973e+30 
1.36672e+11 2.69798e+20 3.68738e+31 5.53478e+19 7.56447e+30 6.64095e+19 9.07630e+30 8.21224e+19 1.12238e+31 7.87966e+19 1.07693e+31 
1.51672e+11 3.32267e+20 5.03955e+31 6.81629e+19 1.03384e+31 8.17858e+19 1.24046e+31 1.01137e+20 1.53396e+31 9.70410e+19 1.47184e+31 
1.68318e+11 4.09199e+20 6.88756e+31 8.39451e+19 1.41295e+31 1.00722e+20 1.69534e+31 1.24554e+20 2.09646e+31 1.19510e+20 2.01156e+31 
1.86791e+11 5.03943e+20 9.41323e+31 1.03381e+20 1.93107e+31 1.24043e+20 2.31702e+31 1.53392e+20 2.86523e+31 1.47180e+20 2.74920e+31 
2.07292e+11 6.20623e+20 1.28650e+32 1.27318e+20 2.63919e+31 1.52763e+20 3.16666e+31 1.88908e+20 3.91591e+31 1.81257e+20 3.75733e+31 
2.30043e+11 7.64318e+20 1.75826e+32 1.56796e+20 3.60697e+31 1.88133e+20 4.32786e+31 2.32646e+20 5.35185e+31 2.23224e+20 5.13512e+31 
2.55291e+11 9.41281e+20 2.40300e+32 1.93098e+20 4.92963e+31 2.31691e+20 5.91485e+31 2.86510e+20 7.31434e+31 2.74907e+20 7.01813e+31 
2.83310e+11 1.15921e+21 3.28416e+32 2.37806e+20 6.73727e+31 2.85333e+20 8.08377e+31 3.52845e+20 9.99643e+31 3.38556e+20 9.59161e+31 
3.14404e+11 1.42760e+21 4.48843e+32 2.92864e+20 9.20775e+31 3.51395e+20 1.10480e+32 4.34537e+20 1.36620e+32 4.16940e+20 1.31087e+32 
3.48910e+11 1.75812e+21 6.13427e+32 3.60668e+20 1.25841e+32 4.32751e+20 1.50991e+32 5.35142e+20 1.86716e+32 5.13471e+20 1.79155e+32 
