Spec_File,OptUV_Radius_cm,OptUV_Temperature_K,OptUV_ChiSquare,SoftX_Radius_cm,SoftX_Temperature_K,SoftX_ChiSquare
0286,621814547189458.4,50796.96148686583,7.653705335747006e+40,2165177213798.77,625115.1960956908,1.1338063981613054e+42
0287,422725603917276.94,50796.96148686583,3.6197414460941466e+40,5681974232668.811,476850.00108219223,8.40972326395144e+41
0288,583078673689622.1,49427.297582481406,7.604547492884051e+39,1843567935364.6787,715729.9497136263,3.6477997298583663e+42
0289,684796385263151.5,49427.297582481406,1.3649891128116741e+40,1033369546729.8458,668889.877234506,9.549909477037368e+41
0290,583078673689622.1,52204.57970602628,8.460484898004244e+40,2625999326339.922,527805.1684035911,6.2238004209231905e+41
0291,450808684738713.25,52204.57970602628,2.379244291517885e+40,4837989905933.884,510242.17724234634,1.4863170308347972e+42
0292,564625251267719.1,52204.57970602628,1.0816988790512169e+41,6461996247578.049,416478.5643719295,3.605956647902489e+42
0293,436541376626919.4,50796.96148686583,3.8169700994614226e+39,5502149664498.068,460982.5695836015,9.985953706391789e+41
0294,546755847460193.56,49427.297582481406,8.262849610791366e+40,3288990606564.976,564765.5608154068,1.9863107267488095e+42
0295,583078673689622.1,49427.297582481406,4.533107849689965e+40,294814000000.0001,161461.40010351967,0.0
0296,436541376626919.4,50796.96148686583,8.781771743486e+40,6059446853495.872,476850.00108219223,8.038066769562996e+41
0297,512695747968727.56,49427.297582481406,1.819078316691642e+40,16421228830142.14,376271.0480311265,5.3806116283912945e+42
0298,730289707776296.1,48094.56461168163,1.0066319506722483e+41,294814000000.0001,161461.40010351967,0.0
0299,583078673689622.1,49427.297582481406,3.7123017686799574e+40,7116513584197.631,460982.5695836015,4.989071413098164e+41
0300,621814547189458.4,45535.93517173839,1.210349299694132e+41,3862752970003.271,545972.6933965883,1.9324761735934103e+42
0301,642137064614263.0,48094.56461168163,1.765070817675342e+40,3862752970003.271,527805.1684035911,2.660395805182341e+41
0302,529451979097141.0,48094.56461168163,1.2686212007989933e+40,4684875968766.25,545972.6933965883,1.666297163489531e+41
0303,730289707776296.1,45535.93517173839,1.024035556072962e+41,3862752970003.271,430814.1282887437,9.367562585940103e+41
0304,621814547189458.4,45535.93517173839,6.080300281868549e+40,3622123169553.179,564765.5608154068,7.111101930149559e+41
0305,496469822312222.06,46797.76678721456,3.5958227974348384e+40,8631145644288.462,430814.1282887437,1.4980162364039835e+42
0306,529451979097141.0,46797.76678721456,7.911807287106286e+39,35531234964813.4,307126.36643578357,1.2744958666645765e+42
0307,396391955737937.4,46797.76678721456,3.7456578414848756e+40,3988997788326.376,545972.6933965883,3.9702362551688893e+42
0308,583078673689622.1,48094.56461168163,2.170019226459728e+39,1843567935364.6787,604314.1632126757,3.4586418704555233e+41
0309,642137064614263.0,48094.56461168163,3.350252912585469e+39,968995896705.6782,740366.0134130177,2.9351318391278343e-05
0310,583078673689622.1,49427.297582481406,1.9366447076327506e+40,2165177213798.77,646632.2190966592,5.092105548883318e+41
0311,602135201973896.6,49427.297582481406,1.232294012796001e+41,749181517730.5321,740366.0134130177,2.7769368839932722e+41
0312,480757418884944.3,49427.297582481406,6.739386308547075e+40,3988997788326.376,545972.6933965883,1.9090379845457108e+42
0313,564625251267719.1,49427.297582481406,8.168006936014679e+40,2986496787575.317,510242.17724234634,2.9796528546305144e+41
0314,564625251267719.1,48094.56461168163,1.104866851886855e+41,4684875968766.25,445643.1351108912,6.031824312229442e+41
0315,602135201973896.6,48094.56461168163,2.91043735992828e+40,3084103273751.8486,527805.1684035911,5.156329000905782e+41
0316,642137064614263.0,49427.297582481406,1.6771004574555463e+39,908632396613.3987,564765.5608154068,1.7560028783299464e+41
0317,512695747968727.56,50796.96148686583,7.684264611805554e+40,4996108004985.691,476850.00108219223,6.695625359342753e+41
0318,642137064614263.0,48094.56461168163,6.471678312835201e+40,3740503579855.1514,376271.0480311265,2.1823023935853576e+41
0319,436541376626919.4,49427.297582481406,4.016765818734997e+40,3396483377864.7783,545972.6933965883,3.067817635674579e+42
0320,436541376626919.4,48094.56461168163,2.2724528235409375e+40,3740503579855.1514,476850.00108219223,1.6384609543012847e+42
0321,422725603917276.94,49427.297582481406,4.907507996626954e+40,7837325132005.645,402620.02379144216,2.425016906896039e+41
0322,436541376626919.4,50796.96148686583,4.539328843182283e+40,2711823817433.4067,564765.5608154068,6.360249284291076e+42
0323,707177313041143.1,46797.76678721456,1.2599404443705281e+41,1569729586402.6428,564765.5608154068,6.318306787918307e+41
0324,480757418884944.3,48094.56461168163,2.0345046195347572e+40,4837989905933.884,510242.17724234634,2.421980610351072e+42
0325,529451979097141.0,48094.56461168163,1.0299919428462496e+41,4684875968766.25,527805.1684035911,1.357190197779674e+42
0326,422725603917276.94,48094.56461168163,4.051129332858035e+39,3622123169553.179,527805.1684035911,2.771188474222651e+42
0327,436541376626919.4,48094.56461168163,3.9352149425357746e+40,3507489292637.443,510242.17724234634,2.936237740702532e+42
0328,496469822312222.06,49427.297582481406,2.9000712593368413e+40,10468142054606.785,402620.02379144216,1.1665031254228807e+42
0329,465542285604540.44,49427.297582481406,5.465215975693634e+40,2891979376341.5117,625115.1960956908,1.6447153094883173e+43
0330,529451979097141.0,48094.56461168163,5.860726797702511e+40,3396483377864.7783,527805.1684035911,5.273160503724114e+42
0331,409347076302336.4,49427.297582481406,5.06257660029444e+40,4119368615813.722,527805.1684035911,1.9343303313079605e+42
0332,480757418884944.3,48094.56461168163,7.705304289303265e+40,4119368615813.722,430814.1282887437,1.789973232003004e+43
0333,409347076302336.4,50796.96148686583,3.939653799517191e+40,5502149664498.068,493263.6037355609,1.1437482574949902e+42
0334,422725603917276.94,49427.297582481406,1.391148698703379e+40,7589287469431.688,445643.1351108912,2.5752828200056497e+42
0335,512695747968727.56,48094.56461168163,5.216991390025302e+40,1785222227641.4202,740366.0134130177,1.701339114644144e+42
0336,436541376626919.4,49427.297582481406,2.5395734942693497e+40,3622123169553.179,545972.6933965883,4.367760346052736e+42
0337,348543823340088.1,50796.96148686583,5.126928767771623e+39,2986496787575.317,604314.1632126757,1.1731972128153786e+43
0338,359935142432174.0,52204.57970602628,3.0068534387446683e+40,3507489292637.443,564765.5608154068,6.295883534487241e+42
0339,409347076302336.4,49427.297582481406,2.165967746896235e+40,4837989905933.884,545972.6933965883,2.7147774518714233e+42
0340,409347076302336.4,49427.297582481406,2.0484510910822028e+40,3396483377864.7783,604314.1632126757,7.287633153220895e+42
0341,422725603917276.94,49427.297582481406,4.44740053687938e+40,4119368615813.722,493263.6037355609,2.6369182611627512e+42
0342,396391955737937.4,49427.297582481406,3.131924677384118e+40,4119368615813.722,510242.17724234634,2.0930700951853194e+42
0343,564625251267719.1,50796.96148686583,9.390912854776006e+40,1138036627544.5293,740366.0134130177,1.486987215139536e+42
0344,383846842129873.5,50796.96148686583,7.991957909601104e+39,3622123169553.179,545972.6933965883,4.589760082254085e+42
0345,371698759473522.7,52204.57970602628,3.457183787982121e+40,7349099765997.988,460982.5695836015,9.003577431538389e+41
0346,496469822312222.06,49427.297582481406,1.6030915211299046e+40,3396483377864.7783,564765.5608154068,1.142433845071654e+42
0347,396391955737937.4,50796.96148686583,1.0213413613039007e+40,4254000301181.0786,545972.6933965883,3.6173583995484096e+42
0348,396391955737937.4,50796.96148686583,5.1668540222072725e+39,9204541621404.6,416478.5643719295,1.8730965765013732e+42
0349,316487680644833.06,53651.20397974041,2.5097481182773334e+40,2625999326339.922,625115.1960956908,9.673763443239928e+42
0350,337513019616912.56,50796.96148686583,1.7221939831043935e+40,4996108004985.691,510242.17724234634,1.9174989314911805e+42
0351,316487680644833.06,50796.96148686583,2.9365577570628333e+39,4536607820492.515,527805.1684035911,3.628978781660661e+42
0352,337513019616912.56,52204.57970602628,2.0313140090645659e+40,4837989905933.884,545972.6933965883,5.4722466096909015e+42
0353,278284724639857.44,53651.20397974041,1.84050640529618e+40,7349099765997.988,416478.5643719295,1.1351076360023447e+43
0354,348543823340088.1,52204.57970602628,1.0035746041075409e+40,7349099765997.988,402620.02379144216,4.11404378345398e+42
0355,396391955737937.4,52204.57970602628,5.732646976505164e+40,9816030217985.477,402620.02379144216,3.2375959598453113e+42
0356,348543823340088.1,50796.96148686583,2.117429647960806e+40,294814000000.0001,161461.40010351967,0.0
