radius_rg T_0deg chi2_0deg T_15deg chi2_15deg T_30deg chi2_30deg T_45deg chi2_45deg nuLnusavg_last
 2.00000e-01  8.47687e+05  2.87370e+43  8.47687e+05  2.18361e+43  7.65850e+05  7.30214e+42  6.68890e+05  9.82435e+41  1.37515e-06
 2.06537e-01  8.47687e+05  2.64428e+43  8.19480e+05  2.01541e+43  7.65850e+05  6.93033e+42  6.68890e+05  8.73831e+41  1.37515e-06
 2.13287e-01  8.47687e+05  2.53121e+43  8.19480e+05  1.85558e+43  7.40366e+05  6.70118e+42  6.68890e+05  1.00021e+42  1.37515e-06
 2.20257e-01  8.19480e+05  2.38758e+43  8.19480e+05  1.79473e+43  7.40366e+05  5.69073e+42  6.46632e+05  7.64795e+41  1.37515e-06
 2.27456e-01  8.19480e+05  2.17593e+43  7.92211e+05  1.65168e+43  7.40366e+05  5.24986e+42  6.46632e+05  5.34761e+41  1.37515e-06
 2.34890e-01  8.19480e+05  2.07869e+43  7.92211e+05  1.49836e+43  7.40366e+05  5.37675e+42  6.46632e+05  5.38306e+41  1.37515e-06
 2.42567e-01  7.92211e+05  1.96556e+43  7.92211e+05  1.44253e+43  7.15730e+05  4.38870e+42  6.46632e+05  7.75446e+41  1.37515e-06
 2.50494e-01  7.92211e+05  1.76182e+43  7.65850e+05  1.34108e+43  7.15730e+05  3.82682e+42  6.25115e+05  4.05629e+41  1.37515e-06
 2.58681e-01  7.92211e+05  1.67079e+43  7.65850e+05  1.18573e+43  7.15730e+05  3.82681e+42  6.25115e+05  2.60627e+41  1.37515e-06
 2.67136e-01  7.65850e+05  1.60724e+43  7.65850e+05  1.12658e+43  6.91914e+05  3.44561e+42  6.25115e+05  3.48071e+41  1.37515e-06
 2.75866e-01  7.65850e+05  1.40152e+43  7.40366e+05  1.08590e+43  6.91914e+05  2.70869e+42  6.04314e+05  5.53689e+41  1.37515e-06
 2.84882e-01  7.65850e+05  1.30701e+43  7.40366e+05  9.19867e+42  6.91914e+05  2.52902e+42  6.04314e+05  2.31699e+41  1.37515e-06
 2.94193e-01  7.40366e+05  1.31532e+43  7.40366e+05  8.48935e+42  6.91914e+05  2.90585e+42  6.04314e+05  1.42034e+41  1.37515e-06
 3.03808e-01  7.40366e+05  1.09755e+43  7.40366e+05  8.72807e+42  6.68890e+05  1.96594e+42  6.04314e+05  2.84325e+41  1.37515e-06
 3.13737e-01  7.40366e+05  9.89743e+42  7.15730e+05  7.05813e+42  6.68890e+05  1.55106e+42  5.84205e+05  5.37451e+41  1.37515e-06
 3.23991e-01  7.40366e+05  9.91444e+42  7.15730e+05  6.14403e+42  6.68890e+05  1.68864e+42  5.84205e+05  2.39692e+41  1.37515e-06
 3.34580e-01  7.15730e+05  8.55820e+42  7.15730e+05  6.16826e+42  6.46632e+05  1.69724e+42  5.84205e+05  1.74293e+41  1.37515e-06
 3.45515e-01  7.15730e+05  7.24614e+42  6.91914e+05  5.51999e+42  6.46632e+05  9.87621e+41  5.84205e+05  3.40981e+41  1.37515e-06
 3.56807e-01  7.15730e+05  7.01822e+42  6.91914e+05  4.31060e+42  6.46632e+05  8.28120e+41  5.84205e+05  7.40449e+41  1.37515e-06
 3.68468e-01  6.91914e+05  6.86156e+42  6.91914e+05  4.03197e+42  6.46632e+05  1.21808e+42  5.64766e+05  4.43586e+41  1.37515e-06
 3.80511e-01  6.91914e+05  5.21040e+42  6.91914e+05  4.68294e+42  6.25115e+05  9.67400e+41  5.64766e+05  3.69206e+41  1.37515e-06
 3.92947e-01  6.91914e+05  4.63495e+42  6.68890e+05  3.10863e+42  6.25115e+05  4.47827e+41  5.64766e+05  5.27722e+41  1.37515e-06
 4.05790e-01  6.91914e+05  5.13283e+42  6.68890e+05  2.43399e+42  6.25115e+05  4.76142e+41  5.64766e+05  9.19788e+41  1.37515e-06
 4.19052e-01  6.68890e+05  3.92963e+42  6.68890e+05  2.68235e+42  6.25115e+05  1.05246e+42  5.45973e+05  8.79971e+41  1.37515e-06
 4.32748e-01  6.68890e+05  2.89844e+42  6.46632e+05  2.70543e+42  6.04314e+05  7.13351e+41  5.45973e+05  7.60132e+41  1.37515e-06
 4.46891e-01  6.68890e+05  2.93340e+42  6.46632e+05  1.53483e+42  6.04314e+05  3.12293e+41  5.45973e+05  8.74806e+41  1.37515e-06
 4.61496e-01  6.46632e+05  3.59902e+42  6.46632e+05  1.28349e+42  6.04314e+05  4.58562e+41  5.45973e+05  1.22447e+42  1.37515e-06
 4.76579e-01  6.46632e+05  1.99581e+42  6.46632e+05  1.95039e+42  6.04314e+05  1.15276e+42  5.27805e+05  1.61670e+42  1.37515e-06
 4.92155e-01  6.46632e+05  1.45501e+42  6.25115e+05  1.55269e+42  5.84205e+05  9.38852e+41  5.27805e+05  1.41015e+42  1.37515e-06
 5.08240e-01  6.46632e+05  1.97438e+42  6.25115e+05  6.95769e+41  5.84205e+05  5.80886e+41  5.27805e+05  1.44079e+42  1.37515e-06
 5.24851e-01  6.25115e+05  2.18159e+42  6.25115e+05  7.54648e+41  5.84205e+05  7.71359e+41  5.27805e+05  1.70877e+42  1.37515e-06
 5.42004e-01  6.25115e+05  9.41763e+41  6.25115e+05  1.72957e+42  5.84205e+05  1.51106e+42  5.27805e+05  2.21518e+42  1.37515e-06
 5.59718e-01  6.25115e+05  7.59977e+41  6.04314e+05  1.20007e+42  5.64766e+05  1.69293e+42  5.10242e+05  2.42574e+42  1.37515e-06
 5.78011e-01  6.25115e+05  1.63548e+42  6.04314e+05  5.36912e+41  5.64766e+05  1.29658e+42  5.10242e+05  2.32543e+42  1.37515e-06
 5.96902e-01  6.04314e+05  1.72134e+42  6.04314e+05  7.88888e+41  5.64766e+05  1.45162e+42  5.10242e+05  2.46611e+42  1.37515e-06
 6.16411e-01  6.04314e+05  7.05553e+41  6.04314e+05  1.95705e+42  5.64766e+05  2.15871e+42  5.10242e+05  2.84836e+42  1.37515e-06
 6.36557e-01  6.04314e+05  7.46832e+41  5.84205e+05  1.65770e+42  5.45973e+05  3.08502e+42  5.10242e+05  3.47377e+42  1.37515e-06
 6.57361e-01  6.04314e+05  1.84535e+42  5.84205e+05  1.06162e+42  5.45973e+05  2.55977e+42  4.93264e+05  3.69241e+42  1.37515e-06
 6.78845e-01  5.84205e+05  2.23178e+42  5.84205e+05  1.38285e+42  5.45973e+05  2.59116e+42  4.93264e+05  3.65042e+42  1.37515e-06
 7.01032e-01  5.84205e+05  1.29291e+42  5.84205e+05  2.62272e+42  5.45973e+05  3.17930e+42  4.93264e+05  3.85490e+42  1.37515e-06
 7.23943e-01  5.84205e+05  1.41353e+42  5.64766e+05  3.01284e+42  5.45973e+05  4.32664e+42  4.93264e+05  4.30670e+42  1.37515e-06
 7.47603e-01  5.84205e+05  2.59415e+42  5.64766e+05  2.34670e+42  5.27805e+05  4.55171e+42  4.93264e+05  5.00769e+42  1.37515e-06
 7.72037e-01  5.64766e+05  3.81659e+42  5.64766e+05  2.60320e+42  5.27805e+05  4.35855e+42  4.76850e+05  5.51822e+42  1.37515e-06
 7.97269e-01  5.64766e+05  2.79533e+42  5.64766e+05  3.78338e+42  5.27805e+05  4.72947e+42  4.76850e+05  5.47642e+42  1.37515e-06
