Spec_File,OptUV_Radius_cm,OptUV_Temperature_K,OptUV_ChiSquare,SoftX_Radius_cm,SoftX_Temperature_K,SoftX_ChiSquare
0272,383846842129873.5,40819.79179996614,5.827054822855698e+40,2986496787575.317,476850.00108219223,5.935811315568622e+41
0273,348543823340088.1,41950.93588729162,7.468046285064088e+40,3396483377864.7783,430814.1282887437,1.2241072053333814e+41
0274,287379793565330.1,43113.424743658674,3.543258726583308e+40,3740503579855.1514,416478.5643719295,4.8658087429632235e+40
0275,383846842129873.5,41950.93588729162,1.0380826325870178e+41,5159393814953.366,363750.433443757,3.009848465252116e+40
0276,337513019616912.56,43113.424743658674,7.625169029834283e+40,4119368615813.722,389222.6333479636,2.534371034648997e+40
0277,396391955737937.4,40819.79179996614,4.999057588668295e+40,6461996247578.049,351646.4488109529,1.0705954233566022e+40
0278,422725603917276.94,41950.93588729162,1.4316983597032389e+41,7116513584197.631,339945.2305545469,1.3850736664290356e+40
0279,359935142432174.0,40819.79179996614,6.723089256179976e+40,7589287469431.688,339945.2305545469,3.4361925347744345e+40
0280,396391955737937.4,40819.79179996614,1.394716674839226e+41,7349099765997.988,317697.9300964932,9.398573933550782e+39
0281,348543823340088.1,41950.93588729162,7.245115799965074e+40,8631145644288.462,328633.3764141353,2.5107354602227875e+40
0282,371698759473522.7,39719.147316981514,7.168559698445001e+40,5681974232668.811,351646.4488109529,5.087751696497068e+40
0283,337513019616912.56,40819.79179996614,5.477749151531291e+40,7589287469431.688,317697.9300964932,1.5408105426193228e+40
0284,326831321580399.75,43113.424743658674,9.220357199884987e+40,8631145644288.462,307126.36643578357,1.479945545964571e+40
0285,287379793565330.1,40819.79179996614,4.725749434716608e+40,4254000301181.0786,376271.0480311265,4.396284840352839e+40
0286,269477498772982.75,41950.93588729162,4.2126373023122894e+40,4996108004985.691,389222.6333479636,3.7099500709349166e+40
0287,278284724639857.44,43113.424743658674,3.9928250357215554e+40,4837989905933.884,328633.3764141353,3.1982590883853006e+40
0288,278284724639857.44,43113.424743658674,4.012832435219121e+40,5867675935648.598,317697.9300964932,1.1630975048840126e+40
0289,422725603917276.94,40819.79179996614,8.522191877090061e+40,4837989905933.884,351646.4488109529,1.823837265678314e+40
0290,287379793565330.1,44308.126953854226,5.502127007001063e+40,1102019754406.6584,476850.00108219223,3.549483642638308e+41
0291,436541376626919.4,43113.424743658674,1.4859860563069438e+41,509312963097.6717,460982.5695836015,5.850582604285688e+40
0292,260949006234250.75,46797.76678721456,6.16761951498095e+40,5328016230076.534,328633.3764141353,2.394092568671227e+40
0293,278284724639857.44,44308.126953854226,4.742026197152743e+40,3622123169553.179,317697.9300964932,4.3222417453233243e+40
0294,260949006234250.75,45535.93517173839,3.826619379832653e+40,5159393814953.366,328633.3764141353,2.2910772206935e+40
0295,316487680644833.06,41950.93588729162,5.072645695727433e+40,6461996247578.049,307126.36643578357,2.865974813880211e+40
0296,465542285604540.44,43113.424743658674,3.4347086885359825e+41,2030297721130.8652,307126.36643578357,4.24251616002525e+40
0297,337513019616912.56,44308.126953854226,1.5573567714010297e+41,5867675935648.598,296906.57704756694,1.027041966739902e+41
0298,316487680644833.06,41950.93588729162,6.278331910986814e+40,8631145644288.462,296906.57704756694,1.088159699492086e+39
0299,306471397892951.3,43113.424743658674,6.992354093512692e+40,7116513584197.631,296906.57704756694,2.1638441123460014e+41
