Spec_File,OptUV_Radius,OptUV_Temperature,OptUV_ChiSquare,SoftX_Radius,SoftX_Temperature,SoftX_ChiSquare
0258,150197442425220.62,161461.40010351967,9.414209228723918e+42,3817450492069.5947,383245.63598981337,2.6598304949609055e+41
0259,117960232933157.75,169883.6437197453,5.672182379823455e+42,4860716923292.736,346187.603142919,7.191398606879826e+40
0260,129929087353583.34,169883.6437197453,7.322030464927e+42,7880507045267.491,312712.90607213776,1.765118270805982e+40
0261,150197442425220.62,161461.40010351967,9.59672033741595e+42,4412955652750.838,446401.63624961453,2.6228401785077496e+41
0262,136361500379267.78,161461.40010351967,7.512731729089892e+42,2721922345840.4185,403236.7181251849,1.7290935593971577e+41
0263,112395840221712.94,169883.6437197453,4.779110953930474e+42,2721922345840.4185,424270.586733286,3.1382825282166365e+41
0264,123800102621206.38,161461.40010351967,5.782294379769852e+42,3465793214031.2837,383245.63598981337,1.5379398360915114e+41
0265,150197442425220.62,169883.6437197453,1.0487385659412952e+43,7154567661676.926,329024.8188586541,5.369807684837221e+40
0266,129929087353583.34,161461.40010351967,6.693946583581718e+42,7508769597190.191,312712.90607213776,1.0727417206040973e+40
0267,117960232933157.75,169883.6437197453,5.77574493438293e+42,6495500623434.282,329024.8188586541,6.152418462884036e+39
0268,123800102621206.38,161461.40010351967,6.464985766409162e+42,1599692525779.4668,469687.09846389916,6.790897661596882e+41
0269,129929087353583.34,161461.40010351967,7.249094553452799e+42,3465793214031.2837,364245.642579698,3.114576944998115e+41
0270,143112363554767.2,169883.6437197453,1.046127184980417e+43,8270648138377.99,312712.90607213776,6.684020754801068e+40
0271,129929087353583.34,161461.40010351967,8.026707263936325e+42,8680103987716.662,312712.90607213776,1.1131637339985007e+40
0272,143112363554767.2,169883.6437197453,1.0588542369801784e+43,3302305621475.7617,469687.09846389916,7.537106355048737e+41
0273,136361500379267.78,161461.40010351967,8.46043144976353e+42,3637374604067.49,424270.586733286,2.3855204870041452e+41
0274,112395840221712.94,169883.6437197453,5.824139221825521e+42,4412955652750.838,403236.7181251849,1.2763605924208796e+41
0275,150197442425220.62,161461.40010351967,1.0324548048647662e+43,5101356948466.366,364245.642579698,2.2595440646617694e+40
0276,136361500379267.78,161461.40010351967,8.182797590695441e+42,4412955652750.838,383245.63598981337,3.5659104235934684e+40
0277,150197442425220.62,161461.40010351967,1.0797449498779194e+43,7154567661676.926,346187.603142919,4.908922840070539e+40
0278,165437250604697.38,161461.40010351967,1.2737413173202505e+43,8680103987716.662,329024.8188586541,9.638501389290056e+40
0279,136361500379267.78,161461.40010351967,8.906195020820133e+42,6817074057601.622,346187.603142919,3.210030594984288e+40
0280,150197442425220.62,161461.40010351967,1.1199971017077545e+43,5897145759768.532,329024.8188586541,2.262313917655311e+40
0281,136361500379267.78,161461.40010351967,8.658876771395445e+42,8270648138377.99,329024.8188586541,8.828665240336301e+40
0282,136361500379267.78,161461.40010351967,9.066580919550123e+42,6189096376617.444,346187.603142919,1.0853143282928953e+41
0283,129929087353583.34,161461.40010351967,7.67523176031192e+42,6189096376617.444,329024.8188586541,3.034246977530472e+40
0284,129929087353583.34,161461.40010351967,7.949227785914935e+42,7508769597190.191,312712.90607213776,2.272053242031828e+40
0285,107093929750912.53,169883.6437197453,5.232075060553393e+42,3817450492069.5947,383245.63598981337,9.22079627106561e+40
0286,102042119769462.38,169883.6437197453,4.914375831364749e+42,5353910364736.312,383245.63598981337,8.92313150498412e+40
0287,112395840221712.94,161461.40010351967,5.013887005754605e+42,4860716923292.736,329024.8188586541,4.761642730557904e+40
0288,112395840221712.94,161461.40010351967,5.031936309650744e+42,6495500623434.282,312712.90607213776,8.993092508570599e+39
0289,157633283042274.84,169883.6437197453,1.1924657084882418e+43,4006441416043.9155,364245.642579698,2.657828056086248e+40
0290,117960232933157.75,161461.40010351967,5.5255216291730776e+42,1197082870574.8118,469687.09846389916,3.790549887033059e+41
0291,173627570011984.6,161461.40010351967,1.3259500613214925e+43,477971426994.6946,469687.09846389916,5.717365199905364e+40
0292,112395840221712.94,161461.40010351967,4.46918069086147e+42,5353910364736.312,329024.8188586541,1.708409657690073e+40
0293,112395840221712.94,161461.40010351967,4.855396462341166e+42,4006441416043.9155,312712.90607213776,2.8975221685490956e+40
0294,107093929750912.53,169883.6437197453,4.365067319196256e+42,5101356948466.366,329024.8188586541,1.8472134267767935e+40
0295,123800102621206.38,161461.40010351967,6.562895326505455e+42,7880507045267.491,297209.68151673453,1.1044970643828893e+40
0296,182223368425650.75,169883.6437197453,1.7886413507474345e+43,3465793214031.2837,282475.0532263017,2.9478657992118227e+40
0297,136361500379267.78,161461.40010351967,8.999476022405781e+42,11599445463179.545,268470.91685574595,1.6406804506908028e+39
0298,123800102621206.38,161461.40010351967,6.32912225539142e+42,8680103987716.662,297209.68151673453,9.048632962221607e+39
0299,123800102621206.38,161461.40010351967,6.438938244028752e+42,3817450492069.5947,329024.8188586541,1.555566990181203e+42
0300,150197442425220.62,169883.6437197453,1.0508143343856598e+43,501634408822.14954,494187.1905238273,1.1948841751039687e+40
0301,157633283042274.84,161461.40010351967,1.1308879817209103e+43,294814000000.0001,446401.63624961453,4.610279065928774e+40
0302,92642167063347.3,161461.40010351967,3.3087766079511426e+42,1762005590804.9211,519965.2706590242,4.015494317200519e+41
0303,88272072274946.83,169883.6437197453,3.285978218576215e+42,2721922345840.4185,446401.63624961453,2.654539725500334e+41
0304,92642167063347.3,161461.40010351967,3.120889145926306e+42,4631428313497.515,364245.642579698,8.307548839457873e+40
0305,88272072274946.83,161461.40010351967,2.820152505697784e+42,4006441416043.9155,403236.7181251849,1.096737620962559e+41
0306,88272072274946.83,161461.40010351967,2.3923186544104102e+42,3146530027665.9917,446401.63624961453,2.414804483464019e+41
0307,92642167063347.3,169883.6437197453,3.265747267631506e+42,3465793214031.2837,424270.586733286,2.803858888671508e+41
0308,92642167063347.3,161461.40010351967,3.113901649384972e+42,3465793214031.2837,446401.63624961453,3.58785718612073e+41
0309,102042119769462.38,161461.40010351967,4.0684268936888174e+42,3465793214031.2837,469687.09846389916,7.573242192167843e+41
0310,88272072274946.83,161461.40010351967,2.47939265053718e+42,2998102643988.239,494187.1905238273,5.492709224394756e+41
0311,165437250604697.38,161461.40010351967,1.1408399576533245e+43,1256346978453.5527,494187.1905238273,1.4251071620647842e+41
0312,165437250604697.38,161461.40010351967,1.17946752097413e+43,2137710128460.7974,469687.09846389916,1.5479741314294217e+40
0313,123800102621206.38,169883.6437197453,6.880742877195419e+42,2856676842380.816,494187.1905238273,1.0290460480883739e+42
0314,97228612595164.75,169883.6437197453,4.055393087359656e+42,3817450492069.5947,424270.586733286,4.718223456493712e+41
0315,102042119769462.38,169883.6437197453,4.721283585180337e+42,5618966969611.556,383245.63598981337,2.600729505039527e+41
